UF;COD_UF;COD_MUNIC;MUNICIPIO;POPULACAO_ESTIMADA
CE;23;07205;Jati;8114
CE;23;07254;Jijoca de Jericoacoara;28198
CE;23;07304;Juazeiro do Norte;305531
CE;23;07403;Jucás;24624
CE;23;07502;Lavras da Mangabeira;32163
CE;23;07601;Limoeiro do Norte;62623
CE;23;07635;Madalena;17235
CE;23;07650;Maracanaú;251613
CE;23;07700;Maranguape;108622
CE;23;07809;Marco;27177
CE;23;07908;Martinópole;11280
CE;23;08005;Massapê;39840
CE;23;08104;Mauriti;47501
CE;23;08203;Meruoca;15853
CE;23;08302;Milagres;26819
CE;23;08351;Milhã;14713
CE;23;08377;Miraíma;14826
CE;23;08401;Missão Velha;38997
CE;23;08500;Mombaça;38451
CE;23;08609;Monsenhor Tabosa;17705
CE;23;08708;Morada Nova;65390
CE;23;08807;Moraújo;8537
CE;23;08906;Morrinhos;23747
CE;23;09003;Mucambo;13999
CE;23;09102;Mulungu;11064
CE;23;09201;Nova Olinda;16045
CE;23;09300;Nova Russas;32053
CE;23;09409;Novo Oriente;29097
CE;23;09458;Ocara;25272
CE;23;09508;Orós;19943
CE;23;09607;Pacajus;75454
CE;23;09706;Pacatuba;86564
CE;23;09805;Pacoti;11421
CE;23;09904;Pacujá;6348
CE;23;10001;Palhano;9709
CE;23;10100;Palmácia;10252
CE;23;10209;Paracuru;41894
CE;23;10258;Paraipaba;34086
CE;23;10308;Parambu;32867
CE;23;10407;Paramoti;10462
CE;23;10506;Pedra Branca;42227
CE;23;10605;Penaforte;9357
CE;23;10704;Pentecoste;39903
CE;23;10803;Pereiro;15858
CE;23;10852;Pindoretama;24919
CE;23;10902;Piquet Carneiro;17285
CE;23;10951;Pires Ferreira;10984
CE;23;11009;Poranga;12441
CE;23;11108;Porteiras;17877
CE;23;11207;Potengi;8854
CE;23;11231;Potiretama;6128
CE;23;11264;Quiterianópolis;20545
CE;23;11306;Quixadá;88846
CE;23;11355;Quixelô;16998
CE;23;11405;Quixeramobim;86431
CE;23;11504;Quixeré;21659
CE;23;11603;Redenção;28382
CE;23;11702;Reriutaba;19051
CE;23;11801;Russas;74834
CE;23;11900;Saboeiro;13943
CE;23;11959;Salitre;17303
CE;23;12007;Santana do Acaraú;32133
CE;23;12106;Santana do Cariri;17391
CE;23;12205;Santa Quitéria;41569
CE;23;12304;São Benedito;50058
CE;23;12403;São Gonçalo do Amarante;58191
CE;23;12502;São João do Jaguaribe;5683
CE;23;12601;São Luís do Curu;10888
CE;23;12700;Senador Pompeu;25108
CE;23;12809;Senador Sá;7551
CE;23;12908;Sobral;216519
CE;23;13005;Solonópole;18785
CE;23;13104;Tabuleiro do Norte;32122
CE;23;13203;Tamboril;25287
CE;23;13252;Tarrafas;7574
CE;23;13302;Tauá;64655
CE;23;13351;Tejuçuoca;17646
CE;23;13401;Tianguá;86968
CE;23;13500;Trairi;62004
CE;23;13559;Tururu;15524
CE;23;13609;Ubajara;34424
CE;23;13708;Umari;6963
CE;23;13757;Umirim;17751
CE;23;13807;Uruburetama;21331
CE;23;13906;Uruoca;14308
CE;23;13955;Varjota;18708
CE;23;14003;Várzea Alegre;40878
CE;23;14102;Viçosa do Ceará;62972
RN;24;00109;Acari;10855
RN;24;00208;Açu;59099
RN;24;00307;Afonso Bezerra;11158
RN;24;00406;Água Nova;3029
RN;24;00505;Alexandria;14058
RN;24;00604;Almino Afonso;4802
RN;24;00703;Alto do Rodrigues;12874
RN;24;00802;Angicos;11985
RN;24;00901;Antônio Martins;6730
RN;24;01008;Apodi;37486
RN;24;01107;Areia Branca;24607
RN;24;01206;Arês;13681
RN;24;01305;Campo Grande;10071
RN;24;01404;Baía Formosa;9115
RN;24;01453;Baraúna;28415
RN;24;01503;Barcelona;4108
RN;24;01602;Bento Fernandes;4911
RN;24;01651;Bodó;2360
RN;24;01701;Bom Jesus;10308
RN;24;01800;Brejinho;12638
RN;24;01859;Caiçara do Norte;6479
RN;24;01909;Caiçara do Rio do Vento;3360
RN;24;02006;Caicó;63338
RN;24;02105;Campo Redondo;10510
RN;24;02204;Canguaretama;30789
RN;24;02303;Caraúbas;20182
RN;24;02402;Carnaúba dos Dantas;8296
RN;24;02501;Carnaubais;10026
RN;24;02600;Ceará-Mirim;83543
RN;24;02709;Cerro Corá;11334
RN;24;02808;Coronel Ezequiel;5233
RN;24;02907;Coronel João Pessoa;4297
RN;24;03004;Cruzeta;8245
RN;24;03103;Currais Novos;42922
RN;24;03202;Doutor Severiano;7262
RN;24;03251;Parnamirim;271713
RN;24;03301;Encanto;6289
RN;24;03400;Equador;5461
RN;24;03509;Espírito Santo;10951
RN;24;03608;Extremoz;68584
RN;24;03707;Felipe Guerra;6472
RN;24;03756;Fernando Pedroza;3035
RN;24;03806;Florânia;10556
RN;24;03905;Francisco Dantas;2758
RN;24;04002;Frutuoso Gomes;4230
RN;24;04101;Galinhos;2159
RN;24;04200;Goianinha;28422
RN;24;04309;Governador Dix-Sept Rosado;12231
RN;24;04408;Grossos;10281
RN;24;04507;Guamaré;16076
RN;24;04606;Ielmo Marinho;11889
RN;24;04705;Ipanguaçu;14560
RN;24;04804;Ipueira;2090
RN;24;04853;Itajá;7551
RN;24;04903;Itaú;5447
RN;24;05009;Jaçanã;8053
RN;24;05108;Jandaíra;6752
RN;24;05207;Janduís;4813
RN;24;05306;Januário Cicco;8843
RN;24;05405;Japi;5219
RN;24;05504;Jardim de Angicos;2488
RN;24;05603;Jardim de Piranhas;14446
RN;24;05702;Jardim do Seridó;11942
RN;24;05801;João Câmara;34849
RN;24;05900;João Dias;2073
RN;24;06007;José da Penha;5966
RN;24;06106;Jucurutu;18304
RN;24;06155;Jundiá;3868
RN;24;06205;Lagoa d'Anta;6756
RN;24;06304;Lagoa de Pedras;7597
RN;24;06403;Lagoa de Velhos;2631
RN;24;06502;Lagoa Nova;16203
RN;24;06601;Lagoa Salgada;8657
RN;24;06700;Lajes;10094
RN;24;06809;Lajes Pintadas;4950
RN;24;06908;Lucrécia;3576
RN;24;07005;Luís Gomes;9271
RN;24;07104;Macaíba;87056
RN;24;07203;Macau;28350
RN;24;07252;Major Sales;4086
RN;24;07302;Marcelino Vieira;8083
RN;24;07401;Martins;8415
RN;24;07500;Maxaranguape;10534
RN;24;07609;Messias Targino;4410
RN;24;07708;Montanhas;11785
RN;24;07807;Monte Alegre;23953
RN;24;07906;Monte das Gameleiras;2345
RN;24;08003;Mossoró;278587
RN;24;08102;Natal;784249
RN;24;08201;Nísia Floresta;34325
RN;24;08300;Nova Cruz;35523
RN;24;08409;Olho d'Água do Borges;3736
RN;24;08508;Ouro Branco;5084
RN;24;08607;Paraná;4048
RN;24;08706;Paraú;3650
RN;24;08805;Parazinho;4945
RN;24;08904;Parelhas;22242
RN;24;08953;Rio do Fogo;10692
RN;24;09100;Passa e Fica;11407
RN;24;09209;Passagem;3233
RN;24;09308;Patu;11215
RN;24;09332;Santa Maria;5000
RN;24;09407;Pau dos Ferros;32123
RN;24;09506;Pedra Grande;3736
RN;24;09605;Pedra Preta;2495
RN;24;09704;Pedro Avelino;6312
RN;24;09803;Pedro Velho;14197
RN;24;09902;Pendências;12499
RN;24;10009;Pilões;2992
RN;24;10108;Poço Branco;12565
RN;24;10207;Portalegre;7859
RN;24;10256;Porto do Mangue;5351
RN;24;10306;Serra Caiada;11203
RN;24;10405;Pureza;9752
RN;24;10504;Rafael Fernandes;5682
RN;24;10603;Rafael Godeiro;3005
RN;24;10702;Riacho da Cruz;2724
RN;24;10801;Riacho de Santana;4245
RN;24;10900;Riachuelo;7646
RN;24;11007;Rodolfo Fernandes;4345
RN;24;11056;Tibau;5748
RN;24;11106;Ruy Barbosa;3253
RN;24;11205;Santa Cruz;39101
RN;24;11403;Santana do Matos;12722
RN;24;11429;Santana do Seridó;2796
RN;24;11502;Santo Antônio;22793
RN;24;11601;São Bento do Norte;3442
RN;24;11700;São Bento do Trairí;3890
RN;24;11809;São Fernando;3606
RN;24;11908;São Francisco do Oeste;4319
RN;24;12005;São Gonçalo do Amarante;124495
RN;24;12104;São João do Sabugi;6136
RN;24;12203;São José de Mipibu;50053
RN;24;12302;São José do Campestre;11298
RN;24;12401;São José do Seridó;4733
RN;24;12500;São Miguel;24422
RN;24;12559;São Miguel do Gostoso;10636
RN;24;12609;São Paulo do Potengi;17371
RN;24;12708;São Pedro;5890
RN;24;12807;São Rafael;7889
RN;24;12906;São Tomé;10161
RN;24;13003;São Vicente;6530
RN;24;13102;Senador Elói de Souza;6027
RN;24;13201;Senador Georgino Avelino;4202
RN;24;13300;Serra de São Bento;5866
RN;24;13359;Serra do Mel;13819
RN;24;13409;Serra Negra do Norte;7800
RN;24;13508;Serrinha;6608
RN;24;13557;Serrinha dos Pintos;4810
RN;24;13607;Severiano Melo;5616
RN;24;13706;Sítio Novo;4746
RN;24;13805;Taboleiro Grande;2409
RN;24;13904;Taipu;11708
RN;24;14001;Tangará;13583
RN;24;14100;Tenente Ananias;10610
RN;24;14159;Tenente Laurentino Cruz;6152
RN;24;14209;Tibau do Sul;18080
RN;24;14308;Timbaúba dos Batistas;2424
RN;24;14407;Touros;34767
RN;24;14456;Triunfo Potiguar;3477
RN;24;14506;Umarizal;10655
RN;24;14605;Upanema;14048
RN;24;14704;Várzea;5387
RN;24;14753;Venha-Ver;3005
RN;24;14803;Vera Cruz;11053
RN;24;14902;Viçosa;1900
RN;24;15008;Vila Flor;3304
PB;25;00106;Água Branca;9580
PB;25;00205;Aguiar;5026
PB;25;00304;Alagoa Grande;26655
PB;25;00403;Alagoa Nova;21823
PB;25;00502;Alagoinha;14140
PB;25;00536;Alcantil;5806
PB;25;00577;Algodão de Jandaíra;3143
PB;25;00601;Alhandra;23065
PB;25;00700;São João do Rio do Peixe;18500
PB;25;00734;Amparo;2328
PB;25;00775;Aparecida;8257
PB;25;00809;Araçagi;16991
PB;25;00908;Arara;12482
PB;25;01005;Araruna;17360
PB;25;01104;Areia;23031
PB;25;01153;Areia de Baraúnas;2027
PB;25;01203;Areial;7434
PB;25;01302;Aroeiras;19142
PB;25;01351;Assunção;4383
PB;25;01401;Baía da Traição;9741
PB;25;01500;Bananeiras;24134
PB;25;01534;Baraúna;5010
PB;25;01575;Barra de Santana;8247
PB;25;01609;Barra de Santa Rosa;13024
PB;25;01708;Barra de São Miguel;6123
PB;25;01807;Bayeux;83862
PB;25;01906;Belém;16710
PB;25;02003;Belém do Brejo do Cruz;6272
PB;25;02052;Bernardino Batista;3677
PB;25;02102;Boa Ventura;5246
PB;25;02151;Boa Vista;6592
PB;25;02201;Bom Jesus;2328
PB;25;02300;Bom Sucesso;4720
PB;25;02409;Bonito de Santa Fé;10433
PB;25;02508;Boqueirão;18216
PB;25;02607;Igaracy;5719
PB;25;02706;Borborema;4185
PB;25;02805;Brejo do Cruz;14095
PB;25;02904;Brejo dos Santos;5816
PB;25;03001;Caaporã;21942
PB;25;03100;Cabaceiras;5537
PB;25;03209;Cabedelo;70734
PB;25;03308;Cachoeira dos Índios;9335
PB;25;03407;Cacimba de Areia;3344
PB;25;03506;Cacimba de Dentro;16332
PB;25;03555;Cacimbas;7513
PB;25;03605;Caiçara;6684
PB;25;03704;Cajazeiras;66585
PB;25;03753;Cajazeirinhas;2760
PB;25;03803;Caldas Brandão;5942
PB;25;03902;Camalaú;6327
PB;25;04009;Campina Grande;443911
PB;25;04033;Capim;7446
PB;25;04074;Caraúbas;4067
PB;25;04108;Carrapateira;2365
PB;25;04157;Casserengue;7052
PB;25;04207;Catingueira;4556
PB;25;04306;Catolé do Rocha;32288
PB;25;04355;Caturité;5544
PB;25;04405;Conceição;18731
PB;25;04504;Condado;6629
PB;25;04603;Conde;30007
PB;25;04702;Congo;5124
PB;25;04801;Coremas;14987
PB;25;04850;Coxixola;1888
PB;25;04900;Cruz do Espírito Santo;17821
PB;25;05006;Cubati;7842
PB;25;05105;Cuité;20208
PB;25;05204;Cuitegi;6890
PB;25;05238;Cuité de Mamanguape;6441
PB;25;05279;Curral de Cima;5415
PB;25;05303;Curral Velho;2316
PB;25;05352;Damião;5141
PB;25;05402;Desterro;8314
PB;25;05501;Vista Serrana;3772
PB;25;05600;Diamante;6416
PB;25;05709;Dona Inês;10638
PB;25;05808;Duas Estradas;3360
PB;25;05907;Emas;3036
PB;25;06004;Esperança;32599
PB;25;06103;Fagundes;11307
PB;25;06202;Frei Martinho;2911
PB;25;06251;Gado Bravo;8398
PB;25;06301;Guarabira;60057
PB;25;06400;Gurinhém;14141
PB;25;06509;Gurjão;3352
PB;25;06608;Ibiara;5713
PB;25;06707;Imaculada;10497
PB;25;06806;Ingá;18234
PB;25;06905;Itabaiana;23558
PB;25;07002;Itaporanga;24766
PB;25;07101;Itapororoca;19165
PB;25;07200;Itatuba;10840
PB;25;07309;Jacaraú;14969
PB;25;07408;Jericó;7728
PB;25;07507;João Pessoa;897633
PB;25;07606;Juarez Távora;8088
PB;25;07705;Juazeirinho;17520
PB;25;07804;Junco do Seridó;7019
PB;25;07903;Juripiranga;10255
PB;25;08000;Juru;9380
PB;25;08109;Lagoa;4489
PB;25;08208;Lagoa de Dentro;8123
PB;25;08307;Lagoa Seca;29209
PB;25;08406;Lastro;3316
PB;25;08505;Livramento;7041
PB;25;08554;Logradouro;5107
PB;25;08604;Lucena;13088
PB;25;08703;Mãe d'Água;3599
PB;25;08802;Malta;6288
PB;25;08901;Mamanguape;46966
PB;25;09008;Manaíra;10699
PB;25;09057;Marcação;9537
PB;25;09107;Mari;22170
PB;25;09156;Marizópolis;7001
PB;25;09206;Massaranduba;14756
PB;25;09305;Mataraca;8650
PB;25;09339;Matinhas;4759
PB;25;09370;Mato Grosso;2584
PB;25;09396;Maturéia;6717
PB;25;09404;Mogeiro;14435
PB;25;09503;Montadas;6144
PB;25;09602;Monte Horebe;4429
PB;25;09701;Monteiro;33886
PB;25;09800;Mulungu;8909
PB;25;09909;Natuba;8935
PB;25;10006;Nazarezinho;7394
PB;25;10105;Nova Floresta;9840
PB;25;10204;Nova Olinda;5897
PB;25;10303;Nova Palmeira;4359
PB;25;10402;Olho d'Água;6059
PB;25;10501;Olivedos;3675
PB;25;10600;Ouro Velho;3000
PB;25;10659;Parari;1745
PB;25;10709;Passagem;2580
PB;25;10808;Patos;108104
PB;25;10907;Paulista;12172
PB;25;11004;Pedra Branca;3851
PB;25;11103;Pedra Lavrada;6980
PB;25;11202;Pedras de Fogo;31356
PB;25;11301;Piancó;17088
PB;25;11400;Picuí;18862
PB;25;11509;Pilar;12889
PB;25;11608;Pilões;6974
PB;25;11707;Pilõezinhos;5539
PB;25;11806;Pirpirituba;9411
PB;25;11905;Pitimbu;17166
PB;25;12002;Pocinhos;18038
PB;25;12036;Poço Dantas;3934
PB;25;12077;Poço de José de Moura;4126
PB;25;12101;Pombal;33866
PB;25;12200;Prata;4032
PB;25;12309;Princesa Isabel;21674
PB;25;12408;Puxinanã;14942
PB;25;12507;Queimadas;50698
PB;25;12606;Quixaba;1803
PB;25;12705;Remígio;18399
PB;25;12721;Pedro Régis;5932
PB;25;12747;Riachão;2945
PB;25;12754;Riachão do Bacamarte;4911
PB;25;12762;Riachão do Poço;4989
PB;25;12788;Riacho de Santo Antônio;2063
PB;25;12804;Riacho dos Cavalos;8788
PB;25;12903;Rio Tinto;25500
PB;25;13000;Salgadinho;3435
PB;25;13109;Salgado de São Félix;11741
PB;25;13158;Santa Cecília;8113
PB;25;13208;Santa Cruz;6013
PB;25;13307;Santa Helena;6023
PB;25;13356;Santa Inês;3256
PB;25;13406;Santa Luzia;15418
PB;25;13505;Santana de Mangueira;5090
PB;25;13604;Santana dos Garrotes;6618
PB;25;13653;Joca Claudino;2607
PB;25;13703;Santa Rita;160852
PB;25;13802;Santa Teresinha;4492
PB;25;13851;Santo André;2708
PB;25;13901;São Bento;33845
PB;25;13927;São Bentinho;4490
PB;25;13943;São Domingos do Cariri;2688
PB;25;13968;São Domingos;2624
PB;25;13984;São Francisco;3176
PB;25;14008;São João do Cariri;4345
PB;25;14107;São João do Tigre;4359
PB;25;14206;São José da Lagoa Tapada;7251
PB;25;14305;São José de Caiana;4966
PB;25;14404;São José de Espinharas;4056
PB;25;14453;São José dos Ramos;6137
PB;25;14503;São José de Piranhas;19561
PB;25;14552;São José de Princesa;3323
PB;25;14602;São José do Bonfim;3337
PB;25;14651;São José do Brejo do Cruz;1750
PB;25;14701;São José do Sabugi;4283
PB;25;14800;São José dos Cordeiros;3462
PB;25;14909;São Mamede;7629
PB;25;15005;São Miguel de Taipu;7307
PB;25;15104;São Sebastião de Lagoa de Roça;11387
PB;25;15203;São Sebastião do Umbuzeiro;3382
PB;25;15302;Sapé;53457
PB;25;15401;São Vicente do Seridó;10652
PB;25;15500;Serra Branca;14131
PB;25;15609;Serra da Raiz;3156
PB;25;15708;Serra Grande;3056
PB;25;15807;Serra Redonda;6975
PB;25;15906;Serraria;4754
PB;25;15930;Sertãozinho;5332
PB;25;15971;Sobrado;8646
PB;25;16003;Solânea;27748
PB;25;16102;Soledade;14409
PB;25;16151;Sossêgo;3476
PB;25;16201;Sousa;70066
PB;25;16300;Sumé;17852
PB;25;16409;Tacima;7794
PB;25;16508;Taperoá;14358
PB;25;16607;Tavares;14473
PB;25;16706;Teixeira;15129
PB;25;16755;Tenório;3082
PB;25;16805;Triunfo;10315
PB;25;16904;Uiraúna;15431
PB;25;17001;Umbuzeiro;9274
PB;25;17100;Várzea;2777
PB;25;17209;Vieirópolis;4967
PB;25;17407;Zabelê;2323
PE;26;00054;Abreu e Lima;104248
PE;26;00104;Afogados da Ingazeira;42672
PE;26;00203;Afrânio;19409
PE;26;00302;Agrestina;24680
PE;26;00401;Água Preta;26981
PE;26;00500;Águas Belas;43822
PE;26;00609;Alagoinha;14460
PE;26;00708;Aliança;37349
PE;26;00807;Altinho;21134
PE;26;00906;Amaraji;18335
PE;26;01003;Angelim;10591
PE;26;01052;Araçoiaba;19996
PE;26;01102;Araripina;90504
PE;26;01201;Arcoverde;82487
PE;26;01300;Barra de Guabiraba;12601
PE;26;01409;Barreiros;42083
PE;26;01508;Belém de Maria;10798
PE;26;01607;Belém do São Francisco;18648
PE;26;01706;Belo Jardim;84033
PE;26;01805;Betânia;11961
PE;26;01904;Bezerros;65007
PE;26;02001;Bodocó;36145
PE;26;02100;Bom Conselho;46202
PE;26;02209;Bom Jardim;39289
PE;26;02308;Bonito;39212
PE;26;02407;Brejão;9417
PE;26;02506;Brejinho;8033
PE;26;02605;Brejo da Madre de Deus;51308
PE;26;02704;Buenos Aires;13276
PE;26;02803;Buíque;53489
PE;26;02902;Cabo de Santo Agostinho;218049
PE;26;03009;Cabrobó;31762
PE;26;03108;Cachoeirinha;20673
PE;26;03207;Caetés;30571
PE;26;03306;Calçado;11453
PE;26;03405;Calumbi;5354
PE;26;03454;Camaragibe;156112
PE;26;03504;Camocim de São Félix;18018
PE;26;03603;Camutanga;7962
PE;26;03702;Canhotinho;25103
PE;26;03801;Capoeiras;18854
PE;26;03900;Carnaíba;19533
PE;26;03926;Carnaubeira da Penha;12712
PE;26;04007;Carpina;83482
PE;26;04106;Caruaru;405408
PE;26;04155;Casinhas;13468
PE;26;04205;Catende;33086
PE;26;04304;Cedro;10843
PE;26;04403;Chã de Alegria;13496
PE;26;04502;Chã Grande;21258
PE;26;04601;Condado;25416
PE;26;04700;Correntes;17670
PE;26;04809;Cortês;10426
PE;26;04908;Cumaru;16215
PE;26;05004;Cupira;24343
PE;26;05103;Custódia;39609
PE;26;05152;Dormentes;17850
PE;26;05202;Escada;62174
PE;26;05301;Exu;33486
PE;26;05400;Feira Nova;22222
PE;26;05459;Fernando de Noronha;3341
PE;26;05509;Ferreiros;15955
PE;26;05608;Flores;20776
PE;26;05707;Floresta;31702
PE;26;05806;Frei Miguelinho;14055
PE;26;05905;Gameleira;17583
PE;26;06002;Garanhuns;151803
PE;26;06101;Glória do Goitá;30420
PE;26;06200;Goiana;85497
PE;26;06309;Granito;7217
PE;26;06408;Gravatá;92429
PE;26;06507;Iati;17570
PE;26;06606;Ibimirim;28825
PE;26;06705;Ibirajuba;7334
PE;26;06804;Igarassu;123017
PE;26;06903;Iguaracy;11347
PE;26;07000;Inajá;27758
PE;26;07109;Ingazeira;4975
PE;26;07208;Ipojuca;106539
PE;26;07307;Ipubi;30720
PE;26;07406;Itacuruba;4491
PE;26;07505;Itaíba;33995
PE;26;07604;Ilha de Itamaracá;25658
PE;26;07653;Itambé;36652
PE;26;07703;Itapetim;14236
PE;26;07752;Itapissuma;29669
PE;26;07802;Itaquitinga;17142
PE;26;07901;Jaboatão dos Guararapes;684293
PE;26;07950;Jaqueira;10440
PE;26;08008;Jataúba;16328
PE;26;08057;Jatobá;14477
PE;26;08107;João Alfredo;28842
PE;26;08206;Joaquim Nabuco;13416
PE;26;08255;Jucati;12023
PE;26;08305;Jupi;16022
PE;26;08404;Jurema;14002
PE;26;08453;Lagoa do Carro;18804
PE;26;08503;Lagoa de Itaenga;19863
PE;26;08602;Lagoa do Ouro;12367
PE;26;08701;Lagoa dos Gatos;14333
PE;26;08750;Lagoa Grande;24951
PE;26;08800;Lajedo;41960
PE;26;08909;Limoeiro;59236
PE;26;09006;Macaparana;24642
PE;26;09105;Machados;11387
PE;26;09154;Manari;27046
PE;26;09204;Maraial;9322
PE;26;09303;Mirandiba;14605
PE;26;09402;Moreno;57654
PE;26;09501;Nazaré da Mata;32187
PE;26;09600;Olinda;364717
PE;26;09709;Orobó;22412
PE;26;09808;Orocó;14129
PE;26;09907;Ouricuri;68489
PE;26;10004;Palmares;56475
PE;26;10103;Palmeirina;7104
PE;26;10202;Panelas;23337
PE;26;10301;Paranatama;12778
PE;26;10400;Parnamirim;18960
PE;26;10509;Passira;29744
PE;26;10608;Paudalho;59924
PE;26;10707;Paulista;365144
PE;26;10806;Pedra;23671
PE;26;10905;Pesqueira;65481
PE;26;11002;Petrolândia;36104
PE;26;11101;Petrolina;418444
PE;26;11200;Poção;10792
PE;26;11309;Pombos;26942
PE;26;11408;Primavera;14380
PE;26;11507;Quipapá;17731
PE;26;11533;Quixaba;6753
PE;26;11606;Recife;1588376
PE;26;11705;Riacho das Almas;21490
PE;26;11804;Ribeirão;33843
PE;26;11903;Rio Formoso;20388
PE;26;12000;Sairé;11213
PE;26;12109;Salgadinho;5478
PE;26;12208;Salgueiro;65946
PE;26;12307;Saloá;14125
PE;26;12406;Sanharó;18812
PE;26;12455;Santa Cruz;14342
PE;26;12471;Santa Cruz da Baixa Verde;11934
PE;26;12505;Santa Cruz do Capibaribe;104854
PE;26;12554;Santa Filomena;12360
PE;26;12604;Santa Maria da Boa Vista;42782
PE;26;12703;Santa Maria do Cambucá;14586
PE;26;12802;Santa Terezinha;10487
PE;26;12901;São Benedito do Sul;13456
PE;26;13008;São Bento do Una;51165
PE;26;13107;São Caitano;39243
PE;26;13206;São João;24895
PE;26;13305;São Joaquim do Monte;20438
PE;26;13404;São José da Coroa Grande;19511
PE;26;13503;São José do Belmonte;36890
PE;26;13602;São José do Egito;32508
PE;26;13701;São Lourenço da Mata;118258
PE;26;13800;São Vicente Férrer;17177
PE;26;13909;Serra Talhada;98816
PE;26;14006;Serrita;18764
PE;26;14105;Sertânia;34271
PE;26;14204;Sirinhaém;39171
PE;26;14303;Moreilândia;10839
PE;26;14402;Solidão;5386
PE;26;14501;Surubim;67821
PE;26;14600;Tabira;29180
PE;26;14709;Tacaimbó;14330
PE;26;14808;Tacaratu;24898
PE;26;14857;Tamandaré;24670
PE;26;15003;Taquaritinga do Norte;25511
PE;26;15102;Terezinha;6853
PE;26;15201;Terra Nova;9231
PE;26;15300;Timbaúba;47312
PE;26;15409;Toritama;43921
PE;26;15508;Tracunhaém;14439
PE;26;15607;Trindade;32257
PE;26;15706;Triunfo;15141
PE;26;15805;Tupanatinga;28141
PE;26;15904;Tuparetama;8261
PE;26;16001;Venturosa;17563
PE;26;16100;Verdejante;9483
PE;26;16183;Vertente do Lério;7776
PE;26;16209;Vertentes;23127
PE;26;16308;Vicência;27151
PE;26;16407;Vitória de Santo Antão;144243
PE;26;16506;Xexéu;11699
AL;27;00102;Água Branca;19550
AL;27;00201;Anadia;14167
AL;27;00300;Arapiraca;243906
AL;27;00409;Atalaia;38480
AL;27;00508;Barra de Santo Antônio;16756
AL;27;00607;Barra de São Miguel;8123
AL;27;00706;Batalha;17103
AL;27;00805;Belém;4819
AL;27;00904;Belo Monte;5895
AL;27;01001;Boca da Mata;21479
AL;27;01100;Branquinha;9779
AL;27;01209;Cacimbinhas;10705
AL;27;01308;Cajueiro;16572
AL;27;01357;Campestre;6808
AL;27;01407;Campo Alegre;32558
AL;27;01506;Campo Grande;8285
AL;27;01605;Canapi;15730
AL;27;01704;Capela;15051
AL;27;01803;Carneiros;9206
AL;27;01902;Chã Preta;6000
AL;27;02009;Coité do Nóia;11036
AL;27;02108;Colônia Leopoldina;15915
AL;27;02207;Coqueiro Seco;5701
AL;27;02306;Coruripe;51784
AL;27;02355;Craíbas;26144
AL;27;02405;Delmiro Gouveia;52845
AL;27;02504;Dois Riachos;9898
AL;27;02553;Estrela de Alagoas;15688
AL;27;02603;Feira Grande;23204
AL;27;02702;Feliz Deserto;4035
AL;27;02801;Flexeiras;9745
AL;27;02900;Girau do Ponciano;37337
AL;27;03007;Ibateguara;13982
AL;27;03106;Igaci;24445
AL;27;03205;Igreja Nova;22113
AL;27;03304;Inhapi;15396
AL;27;03403;Jacaré dos Homens;5180
AL;27;03502;Jacuípe;5419
AL;27;03601;Japaratinga;9457
AL;27;03700;Jaramataia;5069
AL;27;03759;Jequiá da Praia;9607
AL;27;03809;Joaquim Gomes;17342
AL;27;03908;Jundiá;4175
AL;27;04005;Junqueiro;24382
AL;27;04104;Lagoa da Canoa;18836
AL;27;04203;Limoeiro de Anadia;25184
AL;27;04302;Maceió;994952
AL;27;04401;Major Isidoro;17828
AL;27;04500;Maragogi;33269
AL;27;04609;Maravilha;9709
AL;27;04708;Marechal Deodoro;62477
AL;27;04807;Maribondo;13970
AL;27;04906;Mar Vermelho;3208
AL;27;05002;Mata Grande;22126
AL;27;05101;Matriz de Camaragibe;24331
AL;27;05200;Messias;15706
AL;27;05309;Minador do Negrão;4935
AL;27;05408;Monteirópolis;7344
AL;27;05507;Murici;25926
AL;27;05606;Novo Lino;10285
AL;27;05705;Olho d'Água das Flores;21135
AL;27;05804;Olho d'Água do Casado;8522
AL;27;05903;Olho d'Água Grande;4381
AL;27;06000;Olivença;11047
AL;27;06109;Ouro Branco;11706
AL;27;06208;Palestina;4408
AL;27;06307;Palmeira dos Índios;73621
AL;27;06406;Pão de Açúcar;24291
AL;27;06422;Pariconha;10807
AL;27;06448;Paripueira;14199
AL;27;06505;Passo de Camaragibe;14070
AL;27;06604;Paulo Jacinto;6691
AL;27;06703;Penedo;60185
AL;27;06802;Piaçabuçu;16192
AL;27;06901;Pilar;36525
AL;27;07008;Pindoba;2786
AL;27;07107;Piranhas;23053
AL;27;07206;Poço das Trincheiras;12965
AL;27;07305;Porto Calvo;24509
AL;27;07404;Porto de Pedras;9517
AL;27;07503;Porto Real do Colégio;20273
AL;27;07602;Quebrangulo;11303
AL;27;07701;Rio Largo;97658
AL;27;07800;Roteiro;6606
AL;27;07909;Santa Luzia do Norte;7066
AL;27;08006;Santana do Ipanema;47418
AL;27;08105;Santana do Mundaú;11572
AL;27;08204;São Brás;6557
AL;27;08303;São José da Laje;21180
AL;27;08402;São José da Tapera;31569
AL;27;08501;São Luís do Quitunde;31785
AL;27;08600;São Miguel dos Campos;53380
AL;27;08709;São Miguel dos Milagres;8700
AL;27;08808;São Sebastião;32707
AL;27;08907;Satuba;25105
AL;27;08956;Senador Rui Palmeira;12545
